age,ed,employ,address,income,debtinc,creddebt,othdebt,default
0.1810344827586206,0.5,0.5483870967741935,0.3529411764705882,0.375,0.2176039119804401,0.5522096911406706,0.18389732687278676,1
0.0603448275862068,0.0,0.3225806451612903,0.1764705882352941,0.0393518518518518,0.4132029339853301,0.0657192879632678,0.14655445587404417,0
0.1724137931034483,0.0,0.4838709677419355,0.2058823529411764,0.0734805318138651,0.1246943765281173,0.0410897742410149,0.07867718027142119,0
0.1810344827586206,0.1794117647058823,0.4838709677419355,0.4117647058823529,0.2453703703703703,0.0611246943765281,0.1288113732939217,0.028742238777389094,0
0.0344827586206896,0.25,0.064516129032258,0.0,0.0324074074074074,0.4132029339853301,0.0864123287181939,0.11156729712921457,1
0.1810344827586206,0.25,0.1612903225806451,0.1470588235294117,0.0254629629629629,0.2396088019559902,0.0185406888907986,0.07824643352812588,0
0.1637931034482758,0.0,0.6451612903225806,0.2647058823529412,0.0734805318138651,0.7383863080684597,0.1859975569370792,0.6159230823043828,0
0.1284368828801457,0.0,0.3870967741935484,0.3235294117647059,0.0555555555555555,0.0782396088019559,0.0056884766789293,0.044235337640232596,0
0.0344827586206896,0.0,0.0967741935483871,0.1176470588235294,0.011574074074074,0.5867970660146699,0.0655317418614286,0.11975937764376597,1
0.1379310344827586,0.0,0.0,0.3823529411764705,0.0254629629629629,0.4718826405867971,0.1346012630699535,0.07787589869518378,0
0.0603448275862068,0.0,0.0,0.0294117647058823,0.0046296296296296,0.0317848410757946,0.0083123702469545,0.0016267961305491995,0
0.043103448275862,0.0,0.1290322580645161,0.0,0.0208333333333333,0.1173594132029339,0.011711168881323,0.033276251207202394,0
0.2758620689655172,0.0,0.7741935483870968,0.4117647058823529,0.1157407407407407,0.234718826405868,0.1906558439491856,0.08984787914754458,0
0.146551724137931,0.0,0.1935483870967742,0.2647058823529412,0.0347222222222222,0.3887530562347189,0.0829312414335373,0.10988266051124317,0
0.2413793103448275,0.0,0.7096774193548387,0.4411764705882353,0.199074074074074,0.2127139364303178,0.1796629367344807,0.19826266591808744,0
0.1379310344827586,0.25,0.2903225806451612,0.1764705882352941,0.0810185185185185,0.2004889975550122,0.0392133886310468,0.12416251717058407,1
0.1379310344827586,0.25,0.4193548387096774,0.1764705882352941,0.0624999999999999,0.39119804400978,0.1414391530663301,0.13932850788290618,1
0.1982758620689655,0.0,0.7419354838709677,0.5588235294117647,0.1342592592592592,0.1760391198044009,0.0569478336673379,0.15727217591689577,0
0.1637931034482758,0.0,0.1935483870967742,0.2647058823529412,0.1087962962962962,0.1295843520782396,0.0268412827608343,0.10627465168243558,0
0.1284368828801457,0.1794117647058823,0.0,0.6176470588235294,0.0277777777777777,0.0317848410757946,0.0042488389319624,0.011020002359565798,0
0.1637931034482758,0.0,0.7096774193548387,0.088235294117647,0.0879629629629629,0.0684596577017115,0.0556273222455662,0.017177994855197897,'0'
0.2327586206896551,0.0,0.5483870967741935,0.6176470588235294,0.0671296296296296,0.1271393643031785,0.0280227161444492,0.06576489357350308,0
0.0689655172413792,0.0,0.0967741935483871,0.1764705882352941,0.0277777777777777,0.234718826405868,0.020433668486425,0.07865772719269169,0
0.0775862068965517,0.0,0.2580645161290322,0.1764705882352941,0.0300925925925925,0.2298288508557457,0.0190025953772173,0.08145185626094188,0
0.0086206896551724,0.1794117647058823,0.032258064516129,0.0588235294117647,0.0046296296296296,0.430317848410758,0.011203324792378,0.09606100722631847,1
0.043103448275862,0.75,0.0,0.0588235294117647,0.0734805318138651,0.4205378973105135,0.1035768360417864,0.12769578912358728,0
