Date,Open,High,Low,Close,Adj Close,Volume
2018-02-05,-1.4477716386809796,-1.4414653969715572,-1.5101412557110105,-1.5220466910259098,-1.5220466910259098,0.7917907026275667
2018-02-06,-1.5795886633771412,-1.4524533574508014,-1.556930831610512,-1.416167207714187,-1.416167207714187,0.9198745880053761
2018-02-07,-1.4055534475738098,-1.3998019237162491,-1.377121274218378,-1.4268845248150723,-1.4268845248150723,0.25825734215570223
2018-02-08,-1.4009444616632416,-1.4440292837183815,-1.5104203095413213,-1.5604810064968135,-1.5604810064968135,0.3177869684596377
2018-02-09,-1.5228980537154078,-1.5522622446802836,-1.6396265305474285,-1.5663016495125155,-1.5663016495125155,1.7090448584816866
2018-02-12,-1.5386608500553534,-1.5215871439589193,-1.5197224139551593,-1.48795446687075,-1.48795446687075,0.1765047864750824
2018-02-13,-1.4911882029967842,-1.500892749740758,-1.4667004467025953,-1.4849981857456238,-1.4849981857456238,-0.13097342171286475
2018-02-14,-1.4618751263493457,-1.4233348895002207,-1.4143296918737305,-1.4135802850330124,-1.4135802850330124,0.6226291784348644
2018-02-15,-1.3737513341752288,-1.326090026369129,-1.346424162214833,-1.2817392491571178,-1.2817392491571178,0.5837665103403826
2018-02-16,-1.2935548687156828,-1.3127212229970349,-1.2714492285456107,-1.2979075736584762,-1.2979075736584762,0.1357749529799236
2018-02-20,-1.3026808543960158,-1.277467590225198,-1.2628914506206548,-1.2976304116203528,-1.2976304116203528,0.03630263153601666
2018-02-21,-1.2627668797049756,-1.2698673145601453,-1.2312640630609946,-1.2746250015956686,-1.2746250015956686,0.3295757382443039
2018-02-22,-1.246082369144663,-1.2894629420320494,-1.2829837449977257,-1.3014181696208071,-1.3014181696208071,0.24178235332619982
2018-02-23,-1.2726301740793937,-1.2757277854056444,-1.2517288043966914,-1.229446231242268,-1.229446231242268,-0.049220866032244875
2018-02-26,-1.2011908924655892,-1.187364999383066,-1.1661493321641274,-1.1534088092435542,-1.1534088092435542,0.49386798796073095
2018-02-27,-1.1456988035000397,-1.1717070032399042,-1.1328479285920492,-1.1862075859166903,-1.1862075859166903,0.33788645483163066
2018-02-28,-1.1610926597358162,-1.1864492673340123,-1.1310805008471068,-1.1790933383552413,-1.1790933383552413,0.015159729204821865
2018-03-01,-1.1643190051810448,-1.1910276528761474,-1.1957302381485344,-1.188239898111298,-1.188239898111298,0.7983806981593676
2018-03-02,-1.2389846322400782,-1.136728064443824,-1.2013112775463315,-1.0897519537457443,-1.0897519537457443,1.0570746338688437
2018-03-05,-1.0712174344797392,-0.9926919545637758,-1.0676400836299995,-0.9608671989949761,-0.9608671989949761,2.089653711529481
2018-03-06,-0.9142353835837637,-0.9113797815516034,-0.8918303660210852,-0.8664441746680001,-0.8664441746680001,2.0053932964381476
2018-03-07,-0.9131292730550863,-0.9301513362530076,-0.9099695812533227,-0.903954659794024,-0.903954659794024,1.7502872471848745
2018-03-08,-0.8928496244329249,-0.937659677936374,-0.9138763069713597,-0.9423891138505665,-0.9423891138505665,0.6900118827475294
2018-03-09,-0.9008694903666088,-0.8596440890228758,-0.8571334142343205,-0.8089773206298438,-0.8089773206298438,1.2684853516376478
2018-03-12,-0.7881335935964244,-0.8363858080578904,-0.8722958909393986,-0.9026613416585968,-0.9026613416585968,2.3428376787526455
2018-03-13,-0.8774557681971485,-0.910922062035414,-0.9217831515357486,-0.9527367953362231,-0.9527367953362231,0.9787086036698437
2018-03-14,-0.9300903043340892,-0.9288692509496435,-0.8806677290992264,-0.9003515810155456,-0.9003515810155456,0.5316689345528671
2018-03-15,-0.8839081825484514,-0.9332646017945748,-0.8765747752508245,-0.9046014666864192,-0.9046014666864192,-0.35289152124626255
2018-03-16,-0.9000396332354396,-0.926763376735683,-0.8744354772777299,-0.9289923912523584,-0.9289923912523584,-0.04338139776934346
2018-03-19,-0.9518448653195198,-0.991867881793276,-0.9770376796602603,-0.9749104420752592,-0.9749104420752592,0.4310067528046072
2018-03-20,-0.9752583109498251,-0.9689759540826011,-0.9262482639775395,-0.937769592564464,-0.937769592564464,-0.28900517567408085
2018-03-21,-0.946774814894402,-0.9698916861316547,-0.9103414607835788,-0.9471933143586447,-0.9471933143586447,-0.4222695297616117
2018-03-22,-0.9770097532497568,-1.0182394282998286,-0.9926651406586728,-1.0375511414757652,-1.0375511414757652,0.09017584500848962
2018-03-23,-1.0291835014113022,-1.061734090950111,-1.041966470791999,-1.0907681190820908,-1.0907681190820908,0.35864494075680375
2018-03-26,-1.0112086315015516,-0.9549661034804394,-1.0267108800217382,-0.9114382657994248,-0.9114382657994248,0.8086684134062347
2018-03-27,-0.8901766154001758,-0.9378429873367099,-1.073221402090929,-1.0930778797251421,-1.0930778797251421,0.8233677645507796
2018-03-28,-1.1123295058402598,-1.1585212254082422,-1.216380928551464,-1.2309245150099912,-1.2309245150099912,2.087237379834487
2018-03-29,-1.2173223431525773,-1.1901119208270938,-1.26949586103554,-1.1424143301045453,-1.1424143301045453,2.118832747300844
2018-04-02,-1.1717855439202214,-1.2128208138405652,-1.277402705599929,-1.2815542835248224,-1.2815542835248224,1.068149487470898
2018-04-03,-1.2316100888596762,-1.2276547372132272,-1.2498682718886707,-1.2503262826745998,-1.2503262826745998,0.9380153812609727
2018-04-04,-1.3405665803113078,-1.2362621203459832,-1.3130296445775713,-1.2016366299485486,-1.2016366299485486,0.9781228262892392
2018-04-05,-1.1606318717604214,-1.1552246413095675,-1.146615145447678,-1.1551642550494008,-1.1551642550494008,0.5646372177550159
2018-04-06,-1.1979645470203604,-1.158063222032149,-1.1788003430006182,-1.2024681068238767,-1.2024681068238767,0.7091777864191839
2018-04-09,-1.173352718963448,-1.1516536470950398,-1.1465220313824953,-1.1924900609534488,-1.1924900609534488,0.41789998391358085
2018-04-10,-1.1188744686286463,-1.1571474899830954,-1.1226155579242005,-1.117284125069106,-1.117284125069106,0.5656074115416421
2018-04-11,-1.070940904543077,-1.0409480374533966,-1.0283851937014985,-1.0655454312305035,-1.0655454312305035,1.3375338603764069
2018-04-12,-1.0078900141583933,-1.0456180822740853,-0.982525884056007,-1.0139916937851539,-1.0139916937851539,0.49035332367710377
2018-04-13,-0.9381098937286187,-0.9873811555296947,-0.9687586672003782,-0.9918180470461178,-0.9918180470461178,0.8193405450591236
2018-04-16,-0.9500934322375604,-1.0001089208284923,-1.0081066711940618,-1.0275730956053377,-1.0275730956053377,2.33161638080544
2018-04-17,-0.8240836283910242,-0.7938985367352149,-0.8242041692556304,-0.7662929809024277,-0.7662929809024277,4.813591753513125
2018-04-18,-0.76287644298623,-0.7920670726371083,-0.7560195857664219,-0.7805211896150063,-0.7805211896150063,0.6682282864062984
2018-04-19,-0.7944017499089945,-0.8242074215538353,-0.7962978560141161,-0.7973360345984398,-0.7973360345984398,0.15891315951380255
2018-04-20,-0.8004856481828312,-0.8132191863714582,-0.803460374089623,-0.8428847269773888,-0.8428847269773888,0.29069476460667815
2018-04-23,-0.8287848861995221,-0.8616585878181859,-0.8864352663884163,-0.9267751134254553,-0.9267751134254553,0.2557860938312769
2018-04-24,-0.9203192818576004,-0.9621083757693987,-1.0238272462576572,-1.0345948603506387,-1.0345948603506387,1.1573707047542257
2018-04-25,-1.0387702750670302,-1.0561483140803691,-1.1139646659340618,-1.0462358599717227,-1.0462358599717227,1.3452771051262729
2018-04-26,-1.0053089912664472,-0.9952558413106006,-0.993409467147555,-0.9702909207891568,-0.9702909207891568,0.31046475120208106
2018-04-27,-0.9476966673843467,-0.9877472249241014,-0.9848514101594666,-0.9908016045384939,-0.9908016045384939,-0.09084767114145437
2018-04-30,-0.995445696892029,-0.9838098774552632,-0.9511778386918944,-0.9843344502797595,-0.9843344502797595,-0.27126710436764995
2018-05-01,-1.0019906596804156,-1.0240996152854243,-0.9830839917166286,-0.9765736822362353,-0.9765736822362353,-0.28082259788876135
2018-05-02,-0.9900993930694036,-0.9909521497442224,-0.9485732587581245,-0.9760193673990306,-0.9760193673990306,-0.3429699168622733
2018-05-03,-0.9814344811215922,-1.032249278901991,-0.9920139282349735,-0.991448411430889,-0.991448411430889,-0.26266349909002085
2018-05-04,-1.017200257877459,-0.9554238321533998,-0.9739678270679187,-0.913840509258624,-0.913840509258624,0.11693854908485914
2018-05-07,-0.8947856013107439,-0.881803594084833,-0.8654124266942027,-0.8568354872415239,-0.8568354872415239,-0.08290306541700541
2018-05-08,-0.8587432946182143,-0.8970952461304554,-0.8309016937356986,-0.8510148442258222,-0.8510148442258222,-0.5189594086476471
2018-05-09,-0.8321032177855536,-0.854974044202187,-0.789414103403683,-0.8195099585087534,-0.8195099585087534,-0.35463054784493225
2018-05-10,-0.8071225971120213,-0.8539669275777126,-0.7909955913834976,-0.8259771220065303,-0.8259771220065303,-0.41524020119435734
2018-05-11,-0.824175900288954,-0.8612922345638754,-0.813971798587782,-0.854987854268892,-0.854987854268892,-0.5456855016377288
2018-05-14,-0.8462989773518497,-0.8682514721556316,-0.7937861017802916,-0.8358629622320877,-0.8358629622320877,-0.6371949118140429
2018-05-15,-0.8583745020015944,-0.9008495589020906,-0.8366689519617557,-0.8580366089711238,-0.8580366089711238,-0.5170556321606824
2018-05-16,-0.8552404192363237,-0.8753937444445908,-0.8114600443539575,-0.8390042089895094,-0.8390042089895094,-0.7137303876986537
2018-05-17,-0.8437179544599036,-0.868709200828592,-0.8297852086534276,-0.8664441746680001,-0.8664441746680001,-0.4823483223598639
2018-05-18,-0.8679612664393505,-0.9056109791414291,-0.8332272198391582,-0.8760528528554337,-0.8760528528554337,-0.7309375982539118
2018-05-21,-0.847589631676386,-0.8556150822754839,-0.8085764198919808,-0.8054664382571932,-0.8054664382571932,-0.1672000915946262
2018-05-22,-0.7836168795837862,-0.8121204196252015,-0.7555545921709831,-0.8073143576401447,-0.8073143576401447,-0.2940392000386511
2018-05-23,-0.8297987248302696,-0.7354782914337173,-0.784019013073119,-0.6862828445100061,-0.6862828445100061,0.45368732075988893
2018-05-24,-0.6887638758005212,-0.6530673516752878,-0.6628126018629122,-0.6440603460426897,-0.6440603460426897,1.3157868751214636
2018-05-25,-0.6375119709109481,-0.6497710514365169,-0.5910934512490555,-0.6255822608982801,-0.6255822608982801,0.045162514417660185
2018-05-29,-0.6227631606892995,-0.6338380774576943,-0.6108138753979749,-0.6399951488328345,-0.6399951488328345,0.39305936186731993
2018-05-30,-0.61474357129477,-0.6530673516752878,-0.5870933324027036,-0.6047944151108192,-0.6047944151108192,-0.3450933598669647
2018-05-31,-0.6015619361163485,-0.6390575010731261,-0.5782565099495414,-0.6227181854180242,-0.6227181854180242,-0.11880023552217683
2018-06-01,-0.6008243416651365,-0.5982183844482218,-0.5539778685957535,-0.5457570808991113,-0.5457570808991113,-0.08390987028991945
2018-06-04,-0.5197063002548005,-0.5706564119168582,-0.5289551798162152,-0.5283876346681535,-0.5283876346681535,0.02037680900083097
2018-06-05,-0.5138066692376684,-0.5081157844493184,-0.4740728195871968,-0.49152394719548226,-0.49152394719548226,0.14412228065353816
2018-06-06,-0.47269458865917596,-0.5094892451713323,-0.4562129372484026,-0.47627930521432227,-0.47627930521432227,0.02592338857343012
2018-06-07,-0.4656888378953941,-0.5184627068552664,-0.5076535653548234,-0.5321756790789279,-0.5321756790789279,0.12947784613842486
2018-06-08,-0.5622932839785902,-0.5762419049266966,-0.5220717155710194,-0.5398439643063047,-0.5398439643063047,-0.4292622472425783
2018-06-11,-0.5270805670960479,-0.5462077140838335,-0.47872387179411585,-0.5317135606475512,-0.5317135606475512,-0.5744801210030703
2018-06-12,-0.5112256463457218,-0.5433691333612519,-0.4685846151914501,-0.509724870301768,-0.509724870301768,-0.600364159008533
2018-06-13,-0.47499908161446,-0.3760750263761218,-0.4489573144098179,-0.3609762294550149,-0.3609762294550149,1.9499275007121561
2018-06-14,-0.3206903255083597,-0.27736504324446304,-0.2709148963973897,-0.24142300009259943,-0.24142300009259943,1.2864430894618053
2018-06-15,-0.2613265685442997,-0.24229473818650413,-0.2312878385733949,-0.24964560015718082,-0.24964560015718082,1.1015204926222124
2018-06-18,-0.2888882121097782,-0.29448815938819206,-0.24068305705241577,-0.26424344448498815,-0.26424344448498815,-0.1365383068286078
2018-06-19,-0.272480231486128,-0.18341648035214228,-0.2220788482247395,-0.12953804671851815,-0.12953804671851815,1.6706398289658022
2018-06-20,-0.03603930958181829,-0.053573539631362806,-0.025804389280128296,-0.02070213445698763,-0.02070213445698763,1.6335711040994216
2018-06-21,0.0213887562615495,-0.019327307343904237,-0.05585028885997394,-0.03289774456463885,-0.03289774456463885,1.9805160633055992
2018-06-22,0.00848365101978997,-0.044142074571336065,-0.025339395684689497,-0.07308763518798532,-0.07308763518798532,0.5231568569909575
2018-06-25,-0.1324592210871272,-0.1770069145718041,-0.3127743662596613,-0.318938419448717,-0.318938419448717,2.7312263876365934
2018-06-26,-0.23763630722020562,-0.188086525172831,-0.21696280242238164,-0.18118425774097266,-0.18118425774097266,1.3949766547619387
2018-06-27,-0.10600367883235379,-0.1257289415592658,-0.2081256916039823,-0.26433564089081607,-0.26433564089081607,1.642138098290763
2018-06-28,-0.22178138646987952,-0.26024192710073346,-0.23510173859148634,-0.21786327523071114,-0.21786327523071114,0.8510640513274876
2018-06-29,-0.1831580661033757,-0.21967749529481495,-0.20300964580162442,-0.25472723987465945,-0.25472723987465945,0.30786536407564846
2018-07-02,-0.30981290674606715,-0.2466898051715321,-0.30114673574236367,-0.1923637025122769,-0.1923637025122769,0.10467383517845176
2018-07-03,-0.18039278517269688,-0.2320389164960736,-0.21277674381090136,-0.2631348055715363,-0.2631348055715363,-0.41926742068601347
2018-07-05,-0.23284306327090482,-0.23881511939062627,-0.20012602133964777,-0.19042330031317747,-0.19042330031317747,0.1607620193713356
2018-07-06,-0.1991972448924341,-0.15264986686056156,-0.15677817756274426,-0.09932647913687659,-0.09932647913687659,0.19384013583234772
2018-07-09,-0.028664766201416426,-0.05677846445148386,-0.011851232659371094,-0.0002839335237981046,-0.0002839335237981046,0.6510942980236158
2018-07-10,-0.01677378534753128,-0.05384823360712011,0.006566757340044638,-0.031142298758792306,-0.031142298758792306,0.3317357923352831
2018-07-11,-0.07115976378440321,-0.05082661818733497,-0.01650228486629016,-0.003240491820201952,-0.003240491820201952,0.3923271401415643
2018-07-12,-0.03594703768388851,-0.07811361288303785,-0.0425483446629166,-0.05082150563280127,-0.05082150563280127,0.9468752641426162
2018-07-13,-0.09097834789201481,-0.14028817095617055,-0.1608711221090418,-0.2143526700293376,-0.2143526700293376,1.4915933114753985
2018-07-16,-0.18509375722406793,-0.20108926830728935,-0.19184700887976558,-0.17111373829343984,-0.17111373829343984,2.817097690524589
2018-07-17,-0.6647048218598066,-0.36920744806291933,-0.6360224946405365,-0.36513363230974105,-0.36513363230974105,9.306485957206736
2018-07-18,-0.3486207709084305,-0.38633056420664885,-0.37221495299565327,-0.40532352293308754,-0.40532352293308754,2.5949233133871767
2018-07-19,-0.44245965030382106,-0.45390758059241637,-0.45928251077761195,-0.5060290315358645,-0.5060290315358645,1.7038826953151094
2018-07-20,-0.49905785901601957,-0.5019806287848336,-0.4858863898696228,-0.5354093994134551,-0.5354093994134551,1.3776779164909612
2018-07-23,-0.5522457315654393,-0.5624153728816419,-0.5467222364550639,-0.5205343930475239,-0.5205343930475239,0.7202343344780944
2018-07-24,-0.48043765733501465,-0.530366674086697,-0.5377922906346145,-0.5698708526659704,-0.5698708526659704,0.9666818618243069
2018-07-25,-0.5668100072092008,-0.568092525170034,-0.5276530340319489,-0.5185942772587441,-0.5185942772587441,0.16422176702553112
2018-07-26,-0.5610949107699554,-0.5473981309518728,-0.518536869383239,-0.5165616786538167,-0.5165616786538167,-0.10562024445857487
2018-07-27,-0.48126723792702947,-0.5340293275797784,-0.5648614516873014,-0.5893653803180035,-0.5893653803180035,0.25239956834965693
2018-07-30,-0.6187994973320134,-0.671106199868071,-0.7288575990137895,-0.7764559924051511,-0.7764559924051511,1.9568653015636912
2018-07-31,-0.8070303252140915,-0.7583702191443922,-0.7848561652619467,-0.7534505823804669,-0.7534505823804669,1.1925539586767853
2018-08-01,-0.7668401063435155,-0.7408807497463522,-0.7288575990137895,-0.7448583374616147,-0.7448583374616147,0.04023832331195335
2018-08-02,-0.7543035171792215,-0.7354782914337173,-0.7224391283640325,-0.6883154431149339,-0.6883154431149339,-0.08043181709258004
2018-08-03,-0.6573305550185597,-0.7092900634842716,-0.6873700086817746,-0.7013425300979131,-0.7013425300979131,0.23389266423118252
